SAO TOME e PRINCIPE,Dobra,STD,191,24500,Quantità di valuta per 1 Euro,CAMBI INDICATIVI CALCOLATI GIORNALMENTE DA BI SULLA BASE DELLE RILEVAZIONI DI MERCATO
SENEGAL,Franco CFA,XOF,209,655.957,Quantità di valuta per 1 Euro,CAMBI INDICATIVI CALCOLATI GIORNALMENTE DA BI SULLA BASE DELLE RILEVAZIONI DI MERCATO
SERBIA,Dinaro Serbo,RSD,274,121.451279,Quantità di valuta per 1 Euro,CAMBI INDICATIVI CALCOLATI GIORNALMENTE DA BI SULLA BASE DELLE RILEVAZIONI DI MERCATO
SEYCHELLES,Rupia Seychelles,SCR,185,14.321467,Quantità di valuta per 1 Euro,CAMBI INDICATIVI CALCOLATI GIORNALMENTE DA BI SULLA BASE DELLE RILEVAZIONI DI MERCATO
SIERRA LEONE,Leone,SLL,165,4515.927872,Quantità di valuta per 1 Euro,CAMBI INDICATIVI CALCOLATI GIORNALMENTE DA BI SULLA BASE DELLE RILEVAZIONI DI MERCATO
SINGAPORE,Dollaro Singapore,SGD,124,1.5417,Quantità di valuta per 1 Euro,QUOTAZIONI DI RIFERIMENTO RILEVATE SECONDO LE PROCEDURE STABILITE NELL'AMBITO DEL SEBC E PUBBLICATE SULLA GU
SIRIA,Lira Siriana,SYP,036,239.459565,Quantità di valuta per 1 Euro,CAMBI INDICATIVI CALCOLATI GIORNALMENTE DA BI SULLA BASE DELLE RILEVAZIONI DI MERCATO
SOMALIA,Scellino Somalo,SOS,065,684.193542,Quantità di valuta per 1 Euro,CAMBI INDICATIVI CALCOLATI GIORNALMENTE DA BI SULLA BASE DELLE RILEVAZIONI DI MERCATO
SRI LANKA,Rupia Sri Lanka,LKR,058,156.992355,Quantità di valuta per 1 Euro,CAMBI INDICATIVI CALCOLATI GIORNALMENTE DA BI SULLA BASE DELLE RILEVAZIONI DI MERCATO
ST. LUCIA,Dollaro Caraibi Est,XCD,137,2.93949,Quantità di valuta per 1 Euro,CAMBI INDICATIVI CALCOLATI GIORNALMENTE DA BI SULLA BASE DELLE RILEVAZIONI DI MERCATO
ST. VINCENT E GRENADINES,Dollaro Caraibi Est,XCD,137,2.93949,Quantità di valuta per 1 Euro,CAMBI INDICATIVI CALCOLATI GIORNALMENTE DA BI SULLA BASE DELLE RILEVAZIONI DI MERCATO
STATI UNITI,Dollaro USA,USD,001,1.0887,Quantità di valuta per 1 Euro,QUOTAZIONI DI RIFERIMENTO RILEVATE SECONDO LE PROCEDURE STABILITE NELL'AMBITO DEL SEBC E PUBBLICATE SULLA GU
ST.KITTIS E NEVIS,Dollaro Caraibi Est,XCD,137,2.93949,Quantità di valuta per 1 Euro,CAMBI INDICATIVI CALCOLATI GIORNALMENTE DA BI SULLA BASE DELLE RILEVAZIONI DI MERCATO
SUD AFRICA,Rand,ZAR,082,16.953,Quantità di valuta per 1 Euro,QUOTAZIONI DI RIFERIMENTO RILEVATE SECONDO LE PROCEDURE STABILITE NELL'AMBITO DEL SEBC E PUBBLICATE SULLA GU
SUD SUDAN,Sterlina Sud Sudan,SSP,279,18.671205,Quantità di valuta per 1 Euro,CAMBI INDICATIVI CALCOLATI GIORNALMENTE DA BI SULLA BASE DELLE RILEVAZIONI DI MERCATO
SUDAN,Sterlina Sudanese,SDG,275,6.632687,Quantità di valuta per 1 Euro,CAMBI INDICATIVI CALCOLATI GIORNALMENTE DA BI SULLA BASE DELLE RILEVAZIONI DI MERCATO
SURINAME,Dollaro Suriname,SRD,266,4.3548,Quantità di valuta per 1 Euro,CAMBI INDICATIVI CALCOLATI GIORNALMENTE DA BI SULLA BASE DELLE RILEVAZIONI DI MERCATO
SVEZIA,Corona Svedese,SEK,009,9.1895,Quantità di valuta per 1 Euro,QUOTAZIONI DI RIFERIMENTO RILEVATE SECONDO LE PROCEDURE STABILITE NELL'AMBITO DEL SEBC E PUBBLICATE SULLA GU
SVIZZERA,Franco Svizzero,CHF,003,1.0835,Quantità di valuta per 1 Euro,QUOTAZIONI DI RIFERIMENTO RILEVATE SECONDO LE PROCEDURE STABILITE NELL'AMBITO DEL SEBC E PUBBLICATE SULLA GU
SWAZILAND,Lilangeni,SZL,173,16.953,Quantità di valuta per 1 Euro,CAMBI INDICATIVI CALCOLATI GIORNALMENTE DA BI SULLA BASE DELLE RILEVAZIONI DI MERCATO
TAGIKISTAN,Somoni,TJS,264,7.740766,Quantità di valuta per 1 Euro,CAMBI INDICATIVI CALCOLATI GIORNALMENTE DA BI SULLA BASE DELLE RILEVAZIONI DI MERCATO
TAIWAN,Dollaro Taiwan,TWD,143,35.790765,Quantità di valuta per 1 Euro,CAMBI INDICATIVI CALCOLATI GIORNALMENTE DA BI SULLA BASE DELLE RILEVAZIONI DI MERCATO
TANZANIA,Scellino Tanzania,TZS,125,2350.959322,Quantità di valuta per 1 Euro,CAMBI INDICATIVI CALCOLATI GIORNALMENTE DA BI SULLA BASE DELLE RILEVAZIONI DI MERCATO
THAILANDIA,Baht,THB,073,39.248,Quantità di valuta per 1 Euro,QUOTAZIONI DI RIFERIMENTO RILEVATE SECONDO LE PROCEDURE STABILITE NELL'AMBITO DEL SEBC E PUBBLICATE SULLA GU
TOGO,Franco CFA,XOF,209,655.957,Quantità di valuta per 1 Euro,CAMBI INDICATIVI CALCOLATI GIORNALMENTE DA BI SULLA BASE DELLE RILEVAZIONI DI MERCATO
TONGA ISOLA,Pa Anga,TOP,167,2.394238,Quantità di valuta per 1 Euro,CAMBI INDICATIVI CALCOLATI GIORNALMENTE DA BI SULLA BASE DELLE RILEVAZIONI DI MERCATO
TRINIDAD e TOBAGO,Dollaro Trinidad eTobago,TTD,166,6.991234,Quantità di valuta per 1 Euro,CAMBI INDICATIVI CALCOLATI GIORNALMENTE DA BI SULLA BASE DELLE RILEVAZIONI DI MERCATO
TUNISIA,Dinaro Tunisino,TND,080,2.209978,Quantità di valuta per 1 Euro,CAMBI INDICATIVI CALCOLATI GIORNALMENTE DA BI SULLA BASE DELLE RILEVAZIONI DI MERCATO
TURCHIA,Lira Turchia (nuova),TRY,267,3.1765,Quantità di valuta per 1 Euro,QUOTAZIONI DI RIFERIMENTO RILEVATE SECONDO LE PROCEDURE STABILITE NELL'AMBITO DEL SEBC E PUBBLICATE SULLA GU
TURKMENISTAN,Manat Turkmenistan (nuovo),TMT,278,3.81045,Quantità di valuta per 1 Euro,CAMBI INDICATIVI CALCOLATI GIORNALMENTE DA BI SULLA BASE DELLE RILEVAZIONI DI MERCATO
UCRAINA,Hryvnia,UAH,241,26.158685,Quantità di valuta per 1 Euro,CAMBI INDICATIVI CALCOLATI GIORNALMENTE DA BI SULLA BASE DELLE RILEVAZIONI DI MERCATO
UGANDA,Scellino Ugandese,UGX,126,3679.675356,Quantità di valuta per 1 Euro,CAMBI INDICATIVI CALCOLATI GIORNALMENTE DA BI SULLA BASE DELLE RILEVAZIONI DI MERCATO
UNGHERIA,Forint Ungherese,HUF,153,315.98,Quantità di valuta per 1 Euro,QUOTAZIONI DI RIFERIMENTO RILEVATE SECONDO LE PROCEDURE STABILITE NELL'AMBITO DEL SEBC E PUBBLICATE SULLA GU
URUGUAY,Peso Uruguaiano,UYU,053,32.604388,Quantità di valuta per 1 Euro,CAMBI INDICATIVI CALCOLATI GIORNALMENTE DA BI SULLA BASE DELLE RILEVAZIONI DI MERCATO
UZBEKISTAN,Sum Uzbekistan,UZS,232,3038.547184,Quantità di valuta per 1 Euro,CAMBI INDICATIVI CALCOLATI GIORNALMENTE DA BI SULLA BASE DELLE RILEVAZIONI DI MERCATO
VANUATU,Vatu,VUV,208,119.354181,Quantità di valuta per 1 Euro,CAMBI INDICATIVI CALCOLATI GIORNALMENTE DA BI SULLA BASE DELLE RILEVAZIONI DI MERCATO
VENEZUELA,Bolivar,VEF,277,6.850209,Quantità di valuta per 1 Euro,CAMBI INDICATIVI CALCOLATI GIORNALMENTE DA BI SULLA BASE DELLE RILEVAZIONI DI MERCATO
VIETNAM,Dong,VND,145,24475.0647,Quantità di valuta per 1 Euro,CAMBI INDICATIVI CALCOLATI GIORNALMENTE DA BI SULLA BASE DELLE RILEVAZIONI DI MERCATO
YEMEN,Rial,YER,122,233.950743,Quantità di valuta per 1 Euro,CAMBI INDICATIVI CALCOLATI GIORNALMENTE DA BI SULLA BASE DELLE RILEVAZIONI DI MERCATO
ZAMBIA,Kwacha Zambia,ZMW,148,11.944563,Quantità di valuta per 1 Euro,CAMBI INDICATIVI CALCOLATI GIORNALMENTE DA BI SULLA BASE DELLE RILEVAZIONI DI MERCATO
